time,variable,group,value
2019-10-01,mittelwert,alter_15_29,50.9953983602208
2019-10-01,mittelwert,alter_30_64,44.9794553200633
2019-10-01,mittelwert,alter_65_79,41.390848528686
2019-10-01,mittelwert,auto_ja,45.7841867827568
2019-10-01,mittelwert,auto_nein,44.9212128814816
2019-10-01,mittelwert,d_ch,46.9458301970524
2019-10-01,mittelwert,erwerbstaetig,47.8473392549586
2019-10-01,mittelwert,f_ch,42.259364389346
2019-10-01,mittelwert,haushaltsgroesse_1_person,48.1649702757861
2019-10-01,mittelwert,haushaltsgroesse_2_personen,48.5448944492585
2019-10-01,mittelwert,haushaltsgroesse_3__personen,43.6141643877392
2019-10-01,mittelwert,in_ausbildung,48.526345368645
2019-10-01,mittelwert,kanton_zuerich_ja,45.9766623158963
2019-10-01,mittelwert,kanton_zuerich_nein,45.6647043548099
2019-10-01,mittelwert,kinder_ja,16.6044433125504
2019-10-01,mittelwert,kinder_nein,21.1845076627338
2019-10-01,mittelwert,laendisch,55.0867528256473
2019-10-01,mittelwert,maennlich,50.4392123286388
2019-10-01,mittelwert,nicht_erwerbstaetig,34.161299723838
2019-10-01,mittelwert,staedtisch,44.9889596381261
2019-10-01,mittelwert,total,45.6988119167335
2019-10-01,mittelwert,weiblich,41.4198569992797
2019-10-01,pendleranteil,abotyp_ga,0.350648327432663
2019-10-01,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.405021408754648
2019-10-01,pendleranteil,abotyp_kein_abo,0.388081935817211
2019-10-01,pendleranteil,alter_15_29,0.368790020799653
2019-10-01,pendleranteil,alter_30_64,0.399199821755064
2019-10-01,pendleranteil,alter_65_79,0.426214393335098
2019-10-01,pendleranteil,auto_ja,0.400639136217729
2019-10-01,pendleranteil,auto_nein,0.274939176059351
2019-10-01,pendleranteil,d_ch,0.399941397507833
2019-10-01,pendleranteil,erwerbstaetig,0.395093773160622
2019-10-01,pendleranteil,f_ch,0.380076543314796
2019-10-01,pendleranteil,haushaltsgroesse_1_person,0.436100184552162
2019-10-01,pendleranteil,haushaltsgroesse_2_personen,0.446615051002517
2019-10-01,pendleranteil,haushaltsgroesse_3__personen,0.355295832985535
2019-10-01,pendleranteil,in_ausbildung,0.294730291368708
2019-10-01,pendleranteil,kanton_zuerich_ja,0.418822085501792
2019-10-01,pendleranteil,kanton_zuerich_nein,0.378360136270442
2019-10-01,pendleranteil,kinder_ja,0.367136920940579
2019-10-01,pendleranteil,kinder_nein,0.416570139801683
2019-10-01,pendleranteil,laendisch,0.326571052911437
2019-10-01,pendleranteil,maennlich,0.433293630905475
2019-10-01,pendleranteil,staedtisch,0.400205961058434
2019-10-01,pendleranteil,total,0.394145685492432
2019-10-01,pendleranteil,weiblich,0.355362606610551
2019-10-02,median,abotyp_ga,38.92735525625
2019-10-02,median,abotyp_halbtax_strecken__verbundabo,24.9590263435147
2019-10-02,median,abotyp_kein_abo,25.2851650760719
2019-10-02,median,alter_15_29,34.4970626818934
2019-10-02,median,alter_30_64,25.0796629725985
2019-10-02,median,alter_65_79,20.93977926542
2019-10-02,median,auto_ja,25.6325292159174
2019-10-02,median,auto_nein,26.7031028029354
2019-10-02,median,d_ch,27.057030138239
2019-10-02,median,erwerbstaetig,27.5734026589272
2019-10-02,median,f_ch,22.1163631285201
2019-10-02,median,haushaltsgroesse_1_person,27.4578032029515
2019-10-02,median,haushaltsgroesse_2_personen,26.9690653424161
2019-10-02,median,haushaltsgroesse_3__personen,25.0535151649386
2019-10-02,median,in_ausbildung,29.4315011323559
2019-10-02,median,kanton_zuerich_ja,28.2446304275895
2019-10-02,median,kanton_zuerich_nein,24.1300546571841
2019-10-02,median,kinder_ja,4.14640922113382
2019-10-02,median,kinder_nein,11.1743960455209
2019-10-02,median,laendisch,36.1527148228434
2019-10-02,median,maennlich,29.4355100020481
2019-10-02,median,nicht_erwerbstaetig,14.1216576375105
2019-10-02,median,staedtisch,25.1454562674432
2019-10-02,median,total,25.8345545405075
2019-10-02,median,weiblich,22.5846224286297
2019-10-02,mittelwert,abotyp_ga,69.2959307127858
2019-10-02,mittelwert,abotyp_halbtax_strecken__verbundabo,44.6182084218919
2019-10-02,mittelwert,abotyp_kein_abo,40.538320774305
2019-10-02,mittelwert,alter_15_29,50.2133562917545
2019-10-02,mittelwert,alter_30_64,44.0963455374863
2019-10-02,mittelwert,alter_65_79,40.5409913642594
2019-10-02,mittelwert,auto_ja,44.9089816332691
2019-10-02,mittelwert,auto_nein,43.9677369994372
2019-10-02,mittelwert,d_ch,46.1607803331267
2019-10-02,mittelwert,erwerbstaetig,46.9172672372333
2019-10-02,mittelwert,f_ch,40.9896150701119
2019-10-02,mittelwert,haushaltsgroesse_1_person,47.4333900411613
2019-10-02,mittelwert,haushaltsgroesse_2_personen,47.282529286487
2019-10-02,mittelwert,haushaltsgroesse_3__personen,42.8993191108595
2019-10-02,mittelwert,in_ausbildung,48.0088622256806
2019-10-02,mittelwert,kanton_zuerich_ja,45.8076693210474
2019-10-02,mittelwert,kanton_zuerich_nein,44.2719314724686
2019-10-02,mittelwert,kinder_ja,16.6041069436451
2019-10-02,mittelwert,kinder_nein,21.1841516352475
2019-10-02,mittelwert,laendisch,53.3601917896602
2019-10-02,mittelwert,maennlich,49.9731240416668
2019-10-02,mittelwert,nicht_erwerbstaetig,33.4431734182487
2019-10-02,mittelwert,staedtisch,44.1645608901936
2019-10-02,mittelwert,total,44.8122359358368
2019-10-02,mittelwert,weiblich,40.1235680603534
2019-10-02,pendleranteil,abotyp_ga,0.363149012130079
2019-10-02,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.398210845449993
2019-10-02,pendleranteil,abotyp_kein_abo,0.380468598303536
2019-10-02,pendleranteil,alter_15_29,0.366088334802477
2019-10-02,pendleranteil,alter_30_64,0.393866129758596
2019-10-02,pendleranteil,alter_65_79,0.41762094120792
2019-10-02,pendleranteil,auto_ja,0.395536456911473
2019-10-02,pendleranteil,auto_nein,0.27373471627647
2019-10-02,pendleranteil,d_ch,0.394770237859538
2019-10-02,pendleranteil,erwerbstaetig,0.390603281360484
2019-10-02,pendleranteil,f_ch,0.375953933026865
2019-10-02,pendleranteil,haushaltsgroesse_1_person,0.426989917923645
2019-10-02,pendleranteil,haushaltsgroesse_2_personen,0.441128164385856
2019-10-02,pendleranteil,haushaltsgroesse_3__personen,0.351259667684984
2019-10-02,pendleranteil,in_ausbildung,0.294162926524116
2019-10-02,pendleranteil,kanton_zuerich_ja,0.412375865567901
2019-10-02,pendleranteil,kanton_zuerich_nein,0.374430833818293
2019-10-02,pendleranteil,kinder_ja,0.360724605872485
2019-10-02,pendleranteil,kinder_nein,0.410377926394871
2019-10-02,pendleranteil,laendisch,0.318743822526498
2019-10-02,pendleranteil,maennlich,0.429030027139106
2019-10-02,pendleranteil,staedtisch,0.395654286922909
2019-10-02,pendleranteil,total,0.38923022308111
2019-10-02,pendleranteil,weiblich,0.349515578920308
2019-10-03,median,abotyp_ga,37.8278983510834
2019-10-03,median,abotyp_halbtax_strecken__verbundabo,24.0598659337645
2019-10-03,median,abotyp_kein_abo,24.495781333482
2019-10-03,median,alter_15_29,33.7213214195605
2019-10-03,median,alter_30_64,24.3073002187035
2019-10-03,median,alter_65_79,20.0003690068993
2019-10-03,median,auto_ja,24.8535809400785
2019-10-03,median,auto_nein,26.0316388553992
2019-10-03,median,d_ch,26.3249696629098
2019-10-03,median,erwerbstaetig,26.7077061426784
2019-10-03,median,f_ch,21.1251547431057
2019-10-03,median,haushaltsgroesse_1_person,26.6384214799161
2019-10-03,median,haushaltsgroesse_2_personen,25.9722187027657
2019-10-03,median,haushaltsgroesse_3__personen,24.4484071398972
2019-10-03,median,in_ausbildung,28.8500746222178
2019-10-03,median,kanton_zuerich_ja,27.7619700265098
2019-10-03,median,kanton_zuerich_nein,23.146303653303
2019-10-03,median,kinder_ja,4.14614901472369
2019-10-03,median,kinder_nein,11.1741805216785
2019-10-03,median,laendisch,33.6635637613815
2019-10-03,median,maennlich,28.8972414269198
2019-10-03,median,nicht_erwerbstaetig,13.3551627029845
2019-10-03,median,staedtisch,24.4477227833377
2019-10-03,median,total,25.0826053182541
2019-10-03,median,weiblich,21.6207012463808
2019-10-03,mittelwert,abotyp_ga,67.4117569973106
2019-10-03,mittelwert,abotyp_halbtax_strecken__verbundabo,43.6559361021928
2019-10-03,mittelwert,abotyp_kein_abo,39.9737202907535
2019-10-03,mittelwert,alter_15_29,49.4313142232883
2019-10-03,mittelwert,alter_30_64,43.2132357549093
2019-10-03,mittelwert,alter_65_79,39.6911341998328
2019-10-03,mittelwert,auto_ja,44.0337764837815
2019-10-03,mittelwert,auto_nein,43.0142611173927
2019-10-03,mittelwert,d_ch,45.3757304692011
2019-10-03,mittelwert,erwerbstaetig,45.987195219508
2019-10-03,mittelwert,f_ch,39.7198657508777
2019-10-03,mittelwert,haushaltsgroesse_1_person,46.7018098065365
2019-10-03,mittelwert,haushaltsgroesse_2_personen,46.0201641237155
2019-10-03,mittelwert,haushaltsgroesse_3__personen,42.1844738339798
2019-10-03,mittelwert,in_ausbildung,47.4913790827162
2019-10-03,mittelwert,kanton_zuerich_ja,45.6386763261986
2019-10-03,mittelwert,kanton_zuerich_nein,42.8791585901272
2019-10-03,mittelwert,kinder_ja,16.6037705747398
2019-10-03,mittelwert,kinder_nein,21.1837956077612
2019-10-03,mittelwert,laendisch,51.6336307536731
2019-10-03,mittelwert,maennlich,49.5070357546948
2019-10-03,mittelwert,nicht_erwerbstaetig,32.7250471126594
2019-10-03,mittelwert,staedtisch,43.340162142261
2019-10-03,mittelwert,total,43.92565995494
2019-10-03,mittelwert,weiblich,38.8272791214271
2019-10-03,pendleranteil,abotyp_ga,0.375649696827494
2019-10-03,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.391400282145338
2019-10-03,pendleranteil,abotyp_kein_abo,0.372855260789861
2019-10-03,pendleranteil,alter_15_29,0.363386648805302
2019-10-03,pendleranteil,alter_30_64,0.388532437762129
2019-10-03,pendleranteil,alter_65_79,0.409027489080743
2019-10-03,pendleranteil,auto_ja,0.390433777605217
2019-10-03,pendleranteil,auto_nein,0.272530256493589
2019-10-03,pendleranteil,d_ch,0.389599078211244
2019-10-03,pendleranteil,erwerbstaetig,0.386112789560347
2019-10-03,pendleranteil,f_ch,0.371831322738933
2019-10-03,pendleranteil,haushaltsgroesse_1_person,0.417879651295128
2019-10-03,pendleranteil,haushaltsgroesse_2_personen,0.435641277769195
2019-10-03,pendleranteil,haushaltsgroesse_3__personen,0.347223502384433
2019-10-03,pendleranteil,in_ausbildung,0.293595561679525
2019-10-03,pendleranteil,kanton_zuerich_ja,0.405929645634011
2019-10-03,pendleranteil,kanton_zuerich_nein,0.370501531366143
2019-10-03,pendleranteil,kinder_ja,0.354312290804391
2019-10-03,pendleranteil,kinder_nein,0.404185712988059
2019-10-03,pendleranteil,laendisch,0.31091659214156
2019-10-03,pendleranteil,maennlich,0.424766423372737
2019-10-03,pendleranteil,staedtisch,0.391102612787384
2019-10-03,pendleranteil,total,0.384314760669788
2019-10-03,pendleranteil,weiblich,0.343668551230064
2019-10-04,median,abotyp_ga,36.8196321378385
2019-10-04,median,abotyp_halbtax_strecken__verbundabo,23.7616132275348
2019-10-04,median,abotyp_kein_abo,23.6876632188967
2019-10-04,median,alter_15_29,33.1255842114202
2019-10-04,median,alter_30_64,23.8154810410368
2019-10-04,median,alter_65_79,19.3185270347694
2019-10-04,median,auto_ja,24.4163052353372
2019-10-04,median,auto_nein,25.4481604439008
2019-10-04,median,d_ch,25.9077760900929
2019-10-04,median,erwerbstaetig,26.1520797822883
2019-10-04,median,f_ch,20.3881552047002
2019-10-04,median,haushaltsgroesse_1_person,25.6321324847564
2019-10-04,median,haushaltsgroesse_2_personen,25.2883480360629
2019-10-04,median,haushaltsgroesse_3__personen,24.1972323629175
2019-10-04,median,in_ausbildung,28.3136786889054
2019-10-04,median,kanton_zuerich_ja,27.2693010308143
2019-10-04,median,kanton_zuerich_nein,22.6736563840538
2019-10-04,median,kinder_ja,4.14644931027727
2019-10-04,median,kinder_nein,11.1744300942132
2019-10-04,median,laendisch,32.2196224500015
2019-10-04,median,maennlich,28.7434800129136
2019-10-04,median,nicht_erwerbstaetig,13.0573311024598
2019-10-04,median,staedtisch,23.9575088282875
2019-10-04,median,total,24.6296581573816
2019-10-04,median,weiblich,20.9285027881943
2019-10-04,mittelwert,abotyp_ga,67.0766682181552
2019-10-04,mittelwert,abotyp_halbtax_strecken__verbundabo,43.2891122936878
2019-10-04,mittelwert,abotyp_kein_abo,39.3836848944028
2019-10-04,mittelwert,alter_15_29,49.3370369164839
2019-10-04,mittelwert,alter_30_64,42.7819084551059
2019-10-04,mittelwert,alter_65_79,39.244000111079
2019-10-04,mittelwert,auto_ja,43.6167252115018
2019-10-04,mittelwert,auto_nein,42.8336984275575
2019-10-04,mittelwert,d_ch,45.0900147384201
2019-10-04,mittelwert,erwerbstaetig,45.5433317937332
2019-10-04,mittelwert,f_ch,38.8099867801741
2019-10-04,mittelwert,haushaltsgroesse_1_person,45.7744909886687
2019-10-04,mittelwert,haushaltsgroesse_2_personen,45.1888916516038
2019-10-04,mittelwert,haushaltsgroesse_3__personen,42.1450143816707
2019-10-04,mittelwert,in_ausbildung,47.2095188524347
2019-10-04,mittelwert,kanton_zuerich_ja,45.4604526599895
2019-10-04,mittelwert,kanton_zuerich_nein,42.2486508103564
2019-10-04,mittelwert,kinder_ja,16.6041578807548
2019-10-04,mittelwert,kinder_nein,21.184204271901
2019-10-04,mittelwert,laendisch,51.0034237855637
2019-10-04,mittelwert,maennlich,49.6169890733467
2019-10-04,mittelwert,nicht_erwerbstaetig,32.4431009817055
2019-10-04,mittelwert,staedtisch,42.9187468380936
2019-10-04,mittelwert,total,43.5313108236219
2019-10-04,mittelwert,weiblich,37.9255703487033
2019-10-04,pendleranteil,abotyp_ga,0.38373594721193
2019-10-04,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.383371775192694
2019-10-04,pendleranteil,abotyp_kein_abo,0.371137667472234
2019-10-04,pendleranteil,alter_15_29,0.359245806175577
2019-10-04,pendleranteil,alter_30_64,0.384294032265223
2019-10-04,pendleranteil,alter_65_79,0.401616670411823
2019-10-04,pendleranteil,auto_ja,0.386175887443177
2019-10-04,pendleranteil,auto_nein,0.269957579479199
2019-10-04,pendleranteil,d_ch,0.384191138937715
2019-10-04,pendleranteil,erwerbstaetig,0.381757383441668
2019-10-04,pendleranteil,f_ch,0.371626429018092
2019-10-04,pendleranteil,haushaltsgroesse_1_person,0.412298267868964
2019-10-04,pendleranteil,haushaltsgroesse_2_personen,0.433149616296616
2019-10-04,pendleranteil,haushaltsgroesse_3__personen,0.342094482871069
2019-10-04,pendleranteil,in_ausbildung,0.285976044961188
2019-10-04,pendleranteil,kanton_zuerich_ja,0.398665793499338
2019-10-04,pendleranteil,kanton_zuerich_nein,0.368572470828094
2019-10-04,pendleranteil,kinder_ja,0.35076455049916
2019-10-04,pendleranteil,kinder_nein,0.399542043755487
2019-10-04,pendleranteil,laendisch,0.309321144373923
2019-10-04,pendleranteil,maennlich,0.422003356105733
2019-10-04,pendleranteil,staedtisch,0.38697743602639
2019-10-04,pendleranteil,total,0.380148761265311
2019-10-04,pendleranteil,weiblich,0.337700443043312
2019-10-05,median,abotyp_ga,35.8113659245936
2019-10-05,median,abotyp_halbtax_strecken__verbundabo,23.4633605213051
2019-10-05,median,abotyp_kein_abo,22.8795451043114
2019-10-05,median,alter_15_29,32.52984700328
2019-10-05,median,alter_30_64,23.3236618633701
2019-10-05,median,alter_65_79,18.6366850626394
2019-10-05,median,auto_ja,23.979029530596
2019-10-05,median,auto_nein,24.8646820324024
2019-10-05,median,d_ch,25.4905825172759
2019-10-05,median,erwerbstaetig,25.5964534218982
2019-10-05,median,f_ch,19.6511556662948
2019-10-05,median,haushaltsgroesse_1_person,24.6258434895968
2019-10-05,median,haushaltsgroesse_2_personen,24.6044773693601
2019-10-05,median,haushaltsgroesse_3__personen,23.9460575859378
2019-10-05,median,in_ausbildung,27.7772827555929
2019-10-05,median,kanton_zuerich_ja,26.7766320351188
2019-10-05,median,kanton_zuerich_nein,22.2010091148046
2019-10-05,median,kinder_ja,4.14674960583085
2019-10-05,median,kinder_nein,11.1746796667479
2019-10-05,median,laendisch,30.7756811386214
2019-10-05,median,maennlich,28.5897185989075
2019-10-05,median,nicht_erwerbstaetig,12.7594995019351
2019-10-05,median,staedtisch,23.4672948732372
2019-10-05,median,total,24.176710996509
2019-10-05,median,weiblich,20.2363043300078
2019-10-05,mittelwert,abotyp_ga,66.7415794389997
2019-10-05,mittelwert,abotyp_halbtax_strecken__verbundabo,42.9222884851828
2019-10-05,mittelwert,abotyp_kein_abo,38.7936494980521
2019-10-05,mittelwert,alter_15_29,49.2427596096796
2019-10-05,mittelwert,alter_30_64,42.3505811553026
2019-10-05,mittelwert,alter_65_79,38.7968660223251
2019-10-05,mittelwert,auto_ja,43.1996739392222
2019-10-05,mittelwert,auto_nein,42.6531357377224
2019-10-05,mittelwert,d_ch,44.8042990076391
2019-10-05,mittelwert,erwerbstaetig,45.0994683679583
2019-10-05,mittelwert,f_ch,37.9001078094705
2019-10-05,mittelwert,haushaltsgroesse_1_person,44.8471721708009
2019-10-05,mittelwert,haushaltsgroesse_2_personen,44.3576191794922
2019-10-05,mittelwert,haushaltsgroesse_3__personen,42.1055549293616
2019-10-05,mittelwert,in_ausbildung,46.9276586221533
2019-10-05,mittelwert,kanton_zuerich_ja,45.2822289937805
2019-10-05,mittelwert,kanton_zuerich_nein,41.6181430305856
2019-10-05,mittelwert,kinder_ja,16.6045451867698
2019-10-05,mittelwert,kinder_nein,21.1846129360407
2019-10-05,mittelwert,laendisch,50.3732168174544
2019-10-05,mittelwert,maennlich,49.7269423919986
2019-10-05,mittelwert,nicht_erwerbstaetig,32.1611548507517
2019-10-05,mittelwert,staedtisch,42.4973315339263
2019-10-05,mittelwert,total,43.1369616923037
2019-10-05,mittelwert,weiblich,37.0238615759795
2019-10-05,pendleranteil,abotyp_ga,0.391822197596366
2019-10-05,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.375343268240049
2019-10-05,pendleranteil,abotyp_kein_abo,0.369420074154607
2019-10-05,pendleranteil,alter_15_29,0.355104963545851
2019-10-05,pendleranteil,alter_30_64,0.380055626768317
2019-10-05,pendleranteil,alter_65_79,0.394205851742904
2019-10-05,pendleranteil,auto_ja,0.381917997281136
2019-10-05,pendleranteil,auto_nein,0.267384902464809
2019-10-05,pendleranteil,d_ch,0.378783199664187
2019-10-05,pendleranteil,erwerbstaetig,0.37740197732299
2019-10-05,pendleranteil,f_ch,0.371421535297251
2019-10-05,pendleranteil,haushaltsgroesse_1_person,0.4067168844428
2019-10-05,pendleranteil,haushaltsgroesse_2_personen,0.430657954824037
2019-10-05,pendleranteil,haushaltsgroesse_3__personen,0.336965463357705
2019-10-05,pendleranteil,in_ausbildung,0.278356528242852
2019-10-05,pendleranteil,kanton_zuerich_ja,0.391401941364665
2019-10-05,pendleranteil,kanton_zuerich_nein,0.366643410290044
2019-10-05,pendleranteil,kinder_ja,0.347216810193929
2019-10-05,pendleranteil,kinder_nein,0.394898374522914
2019-10-05,pendleranteil,laendisch,0.307725696606287
2019-10-05,pendleranteil,maennlich,0.419240288838729
2019-10-05,pendleranteil,staedtisch,0.382852259265397
2019-10-05,pendleranteil,total,0.375982761860834
2019-10-05,pendleranteil,weiblich,0.331732334856559
2019-10-06,median,abotyp_ga,35.1331904706015
2019-10-06,median,abotyp_halbtax_strecken__verbundabo,23.5138182797734
2019-10-06,median,abotyp_kein_abo,22.5227370829787
2019-10-06,median,alter_15_29,31.9460377508679
2019-10-06,median,alter_30_64,23.1850498842443
2019-10-06,median,alter_65_79,18.3840101031637
2019-10-06,median,auto_ja,23.8775818150693
2019-10-06,median,auto_nein,24.6943651529484
2019-10-06,median,d_ch,25.4233461951823
2019-10-06,median,erwerbstaetig,25.4723976799576
2019-10-06,median,f_ch,19.6653279193299
2019-10-06,median,haushaltsgroesse_1_person,24.7366880044793
2019-10-06,median,haushaltsgroesse_2_personen,24.2576376509748
2019-10-06,median,haushaltsgroesse_3__personen,23.9858845103306
2019-10-06,median,in_ausbildung,27.1962732430155
2019-10-06,median,kanton_zuerich_ja,26.6903077985761
2019-10-06,median,kanton_zuerich_nein,22.1836060751894
2019-10-06,median,kinder_ja,4.14700280662454
2019-10-06,median,kinder_nein,11.1748891983347
2019-10-06,median,laendisch,31.4156311030739
2019-10-06,median,maennlich,28.8200040946244
2019-10-06,median,nicht_erwerbstaetig,12.9076038773913
2019-10-06,median,staedtisch,23.2824733150511
2019-10-06,median,total,24.0687419060863
2019-10-06,median,weiblich,19.9773633481023
2019-10-06,mittelwert,abotyp_ga,66.9838105045702
2019-10-06,mittelwert,abotyp_halbtax_strecken__verbundabo,42.9894320562835
2019-10-06,mittelwert,abotyp_kein_abo,38.8144301002422
2019-10-06,mittelwert,alter_15_29,49.4066490185923
2019-10-06,mittelwert,alter_30_64,42.4872216708643
2019-10-06,mittelwert,alter_65_79,38.863671441383
2019-10-06,mittelwert,auto_ja,43.2907138210458
2019-10-06,mittelwert,auto_nein,43.0240937772223
2019-10-06,mittelwert,d_ch,44.959213497203
2019-10-06,mittelwert,erwerbstaetig,45.1863199075085
2019-10-06,mittelwert,f_ch,37.8393266393995
2019-10-06,mittelwert,haushaltsgroesse_1_person,44.5888755954299
2019-10-06,mittelwert,haushaltsgroesse_2_personen,43.9592476640888
2019-10-06,mittelwert,haushaltsgroesse_3__personen,42.6055111104862
2019-10-06,mittelwert,in_ausbildung,46.75345863261
2019-10-06,mittelwert,kanton_zuerich_ja,45.5741579078723
2019-10-06,mittelwert,kanton_zuerich_nein,41.5952744052574
2019-10-06,mittelwert,kinder_ja,16.6048723946614
2019-10-06,mittelwert,kinder_nein,21.1849596354628
2019-10-06,mittelwert,laendisch,50.7292020657942
2019-10-06,mittelwert,maennlich,50.1459643898607
2019-10-06,mittelwert,nicht_erwerbstaetig,32.3767381751872
2019-10-06,mittelwert,staedtisch,42.5805444036171
2019-10-06,mittelwert,total,43.2569006330521
2019-10-06,mittelwert,weiblich,36.8400568457547
2019-10-06,pendleranteil,abotyp_ga,0.403842057499363
2019-10-06,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.373863920499167
2019-10-06,pendleranteil,abotyp_kein_abo,0.373192252621462
2019-10-06,pendleranteil,alter_15_29,0.3554024423846
2019-10-06,pendleranteil,alter_30_64,0.380785926587539
2019-10-06,pendleranteil,alter_65_79,0.393683962487205
2019-10-06,pendleranteil,auto_ja,0.382516802461485
2019-10-06,pendleranteil,auto_nein,0.271096271420637
2019-10-06,pendleranteil,d_ch,0.377119544613485
2019-10-06,pendleranteil,erwerbstaetig,0.377529821668656
2019-10-06,pendleranteil,f_ch,0.380208491376965
2019-10-06,pendleranteil,haushaltsgroesse_1_person,0.410153009003409
2019-10-06,pendleranteil,haushaltsgroesse_2_personen,0.43424945848806
2019-10-06,pendleranteil,haushaltsgroesse_3__personen,0.334983222477674
2019-10-06,pendleranteil,in_ausbildung,0.276375655768142
2019-10-06,pendleranteil,kanton_zuerich_ja,0.38783716506104
2019-10-06,pendleranteil,kanton_zuerich_nein,0.370463952444222
2019-10-06,pendleranteil,kinder_ja,0.348534225305882
2019-10-06,pendleranteil,kinder_nein,0.398095577667858
2019-10-06,pendleranteil,laendisch,0.312396613042716
2019-10-06,pendleranteil,maennlich,0.420856506985126
2019-10-06,pendleranteil,staedtisch,0.383451069998119
2019-10-06,pendleranteil,total,0.376727619794297
2019-10-06,pendleranteil,weiblich,0.331541563943459
2019-10-07,median,abotyp_ga,34.4550150166094
2019-10-07,median,abotyp_halbtax_strecken__verbundabo,23.5642760382418
2019-10-07,median,abotyp_kein_abo,22.165929061646
2019-10-07,median,alter_15_29,31.3622284984559
2019-10-07,median,alter_30_64,23.0464379051185
2019-10-07,median,alter_65_79,18.1313351436879
2019-10-07,median,auto_ja,23.7761340995427
2019-10-07,median,auto_nein,24.5240482734945
2019-10-07,median,d_ch,25.3561098730887
2019-10-07,median,erwerbstaetig,25.3483419380169
2019-10-07,median,f_ch,19.6795001723651
2019-10-07,median,haushaltsgroesse_1_person,24.8475325193619
2019-10-07,median,haushaltsgroesse_2_personen,23.9107979325895
2019-10-07,median,haushaltsgroesse_3__personen,24.0257114347235
2019-10-07,median,in_ausbildung,26.6152637304381
2019-10-07,median,kanton_zuerich_ja,26.6039835620333
2019-10-07,median,kanton_zuerich_nein,22.1662030355743
2019-10-07,median,kinder_ja,4.14725600741823
2019-10-07,median,kinder_nein,11.1750987299214
2019-10-07,median,laendisch,32.0555810675265
2019-10-07,median,maennlich,29.0502895903412
2019-10-07,median,nicht_erwerbstaetig,13.0557082528476
2019-10-07,median,staedtisch,23.0976517568651
2019-10-07,median,total,23.9607728156637
2019-10-07,median,weiblich,19.7184223661968
2019-10-07,mittelwert,abotyp_ga,67.2260415701407
2019-10-07,mittelwert,abotyp_halbtax_strecken__verbundabo,43.0565756273843
2019-10-07,mittelwert,abotyp_kein_abo,38.8352107024323
2019-10-07,mittelwert,alter_15_29,49.5705384275051
2019-10-07,mittelwert,alter_30_64,42.623862186426
2019-10-07,mittelwert,alter_65_79,38.9304768604409
2019-10-07,mittelwert,auto_ja,43.3817537028694
2019-10-07,mittelwert,auto_nein,43.3950518167222
2019-10-07,mittelwert,d_ch,45.1141279867669
2019-10-07,mittelwert,erwerbstaetig,45.2731714470587
2019-10-07,mittelwert,f_ch,37.7785454693285
2019-10-07,mittelwert,haushaltsgroesse_1_person,44.3305790200588
2019-10-07,mittelwert,haushaltsgroesse_2_personen,43.5608761486855
2019-10-07,mittelwert,haushaltsgroesse_3__personen,43.1054672916108
2019-10-07,mittelwert,in_ausbildung,46.5792586430667
2019-10-07,mittelwert,kanton_zuerich_ja,45.8660868219641
2019-10-07,mittelwert,kanton_zuerich_nein,41.5724057799293
2019-10-07,mittelwert,kinder_ja,16.6051996025529
2019-10-07,mittelwert,kinder_nein,21.1853063348849
2019-10-07,mittelwert,laendisch,51.085187314134
2019-10-07,mittelwert,maennlich,50.5649863877228
2019-10-07,mittelwert,nicht_erwerbstaetig,32.5923214996227
2019-10-07,mittelwert,staedtisch,42.6637572733079
2019-10-07,mittelwert,total,43.3768395738005
2019-10-07,mittelwert,weiblich,36.6562521155299
2019-10-07,pendleranteil,abotyp_ga,0.41586191740236
2019-10-07,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.372384572758284
2019-10-07,pendleranteil,abotyp_kein_abo,0.376964431088317
2019-10-07,pendleranteil,alter_15_29,0.35569992122335
2019-10-07,pendleranteil,alter_30_64,0.381516226406761
2019-10-07,pendleranteil,alter_65_79,0.393162073231507
2019-10-07,pendleranteil,auto_ja,0.383115607641834
2019-10-07,pendleranteil,auto_nein,0.274807640376465
2019-10-07,pendleranteil,d_ch,0.375455889562784
2019-10-07,pendleranteil,erwerbstaetig,0.377657666014322
2019-10-07,pendleranteil,f_ch,0.388995447456679
2019-10-07,pendleranteil,haushaltsgroesse_1_person,0.413589133564018
2019-10-07,pendleranteil,haushaltsgroesse_2_personen,0.437840962152083
2019-10-07,pendleranteil,haushaltsgroesse_3__personen,0.333000981597642
2019-10-07,pendleranteil,in_ausbildung,0.274394783293433
2019-10-07,pendleranteil,kanton_zuerich_ja,0.384272388757415
2019-10-07,pendleranteil,kanton_zuerich_nein,0.3742844945984
2019-10-07,pendleranteil,kinder_ja,0.349851640417835
2019-10-07,pendleranteil,kinder_nein,0.401292780812802
2019-10-07,pendleranteil,laendisch,0.317067529479145
2019-10-07,pendleranteil,maennlich,0.422472725131524
